id,creator_id,action_id,owner_contact_id,description,due_date,decision_made,status,progress,gyr,urls,created_at,updated_at
587,,220,153.0,UAT Test Case Review has been scheduled today for Tuesday June 21st (June 20th is Holiday) which means the test cases should be uploaded to ADO by the week prior (beginning on week of June 13-17).,2022-06-21,0,open,0,green,,2022-06-01 10:29:25,2022-06-01 10:29:25
588,,143,36.0,"Unclear which release this should be planned for; maybe 6.19? - In any case, has been pushed back and progress not yet started.",2022-08-31,1,open,10,green,,2022-06-01 10:31:13,2022-06-01 10:31:13
589,,202,36.0,"RESPONSE PRIORITY & MESSAGE MERGING: Plan now is to compile a matrix of response priorities and allowable message merging (refer to PTC's matrix found in ""C:\Users\mitchel.mcbroom\OneDrive - IBI Group\ATMS\PTC\Database\6.15 Release\DMS Response Priority Organization"" - Look at [DMS.MessageMergeRulesSourcePairs] table for allowable merge combinations, and then in [CMS_SOURCE_PRIORITY_LOOKUP] for an explanation of what each response level corresponds to.",2022-06-30,1,open,0,green,,2022-06-01 10:35:58,2022-06-01 10:35:58
590,,158,36.0,Review with Mike to determine implementation.,2022-06-30,1,open,80,green,,2022-06-01 10:36:08,2022-06-01 10:36:08
592,,206,153.0,"Notes: The confusion/inconsistency here came from the fact that these 2 ""API RECORDS"" referenced by Pieter are part of the same combined event. The response plan gets combined which means that both events have an API description of ""Roadwork"" however the TMDDEventType value is unique/individual for each of the 2 events.",2022-07-31,0,open,40,green,,2022-06-01 10:41:45,2022-06-01 10:41:45
593,,206,153.0,"Proposal to change TMDDEventType value of queue events comes from the www.ite.org link - search for ""delayStatusCancellation""",2022-07-31,0,open,40,green,,2022-06-01 10:44:47,2022-06-01 10:44:47
594,,222,36.0,"From Dom - ""Just a follow up to todays meeting, API Event response for Road conditions / road work is kind of fixed. It shows up under the construction layer of OHGO.  It needs to show on the main layer of OHGO like flooding does.""",2022-06-30,0,open,0,green,,2022-06-01 10:47:42,2022-06-01 10:47:42
595,,223,202.0,Follow Up with Message to Richard contact who is possible project lead,2022-06-03,0,open,0,green,,2022-06-01 15:40:57,2022-06-01 15:40:57
596,,224,202.0,post new free trial,2022-06-03,0,open,0,green,,2022-06-01 16:11:04,2022-06-01 16:11:04
597,,225,202.0,create new post,2022-06-02,0,open,0,green,,2022-06-01 16:11:31,2022-06-01 16:11:31
598,,226,203.0,Review first 30 days email communications with emphasis on AID #3 email and suggest new copy on how Issues and Associated Actions could be included as part of the email,2022-06-03,0,open,0,green,,2022-06-01 16:52:30,2022-06-01 16:52:30
599,,226,203.0,Sharing the current email communications as a word doc for review. See link.,2022-06-03,0,open,0,green,,2022-06-01 16:59:37,2022-06-01 16:59:37
600,,227,36.0,Investigate the ERR_CONNECTION_REFUSED error shown in the console logs. Questions around firewall; has anything changed? Error seems to be intermittent and only affecting users on the VPN.,2022-06-03,0,open,0,green,,2022-06-02 09:33:10,2022-06-02 09:33:10
601,,219,183.0,Submit Timesheet,2022-06-02,1,closed,100,green,,2022-06-02 13:12:21,2022-06-02 13:12:21
602,,228,183.0,IBI Password Expiration,2022-06-05,1,open,0,green,,2022-06-02 13:50:43,2022-06-02 13:50:43
603,,229,183.0,PTC Password Expiry,2022-06-05,0,open,0,green,,2022-06-02 13:51:04,2022-06-02 13:51:04
604,,198,183.0,Completed with comments left in OneNote.,2022-06-02,1,closed,100,green,,2022-06-03 05:06:14,2022-06-03 05:06:14
605,,230,183.0,May Expenses - Include phone bill charged on date May 24 to PTC,2022-06-30,0,open,0,green,,2022-06-03 05:43:20,2022-06-03 05:43:20
606,,231,183.0,June Expenses - Add MDOT expenses to the June expense report,2022-06-30,0,open,0,green,,2022-06-03 05:44:21,2022-06-03 05:44:21
607,,227,36.0,"Email sent to Robby, Mike responded to include his experience of the issue, Robby not sure of any changes in the firewall rules, however he noted that he could check with his team.",2022-06-30,0,open,0,green,,2022-06-03 05:53:46,2022-06-03 05:53:46
608,,211,182.0,"Working on finalising the remaining presentations: Auditor, CSR, Supervisor, Toll Collector

Note: Cash Handling, Maintenance, Management = DONE",2022-06-06,1,open,80,green,,2022-06-03 05:55:45,2022-06-03 05:55:45
612,,212,188.0,Re-Named Municipalities Layer to include TWP for duplicate names. Update is ready in C:\Users\mitchel.mcbroom\OneDrive - IBI Group\ATMS\ODOT\LayerShapefiles\Re-Named Polygons -TWP,2022-06-08,1,open,100,green,,2022-06-06 05:43:04,2022-06-06 05:43:04
613,,220,153.0,Test cases to be started (as of Monday June 6) - Update to be provided to James on Monday 13th next week. Begin looking at test cases via 6.18 Design Doc.,2022-06-13,1,open,0,green,,2022-06-06 14:23:35,2022-06-06 14:23:35
614,,211,182.0,BWB-MDOT PPT's submitted 06-06,2022-06-06,1,closed,100,green,,2022-06-06 14:45:12,2022-06-06 14:45:12
615,,229,183.0,PTC Password Expiry,2022-06-05,0,closed,100,green,,2022-06-06 14:45:27,2022-06-06 14:45:27
616,,234,202.0,Post Social today before 11am ET. See social doc on drive.,2022-06-07,0,open,0,green,,2022-06-07 04:26:02,2022-06-07 04:26:02
617,,212,188.0,Has been applied in prod - 2022-06-07,2022-06-08,1,closed,100,green,,2022-06-08 06:54:50,2022-06-08 06:54:50
618,,158,36.0,Has been applied to prod (2022-06-07) - Issues around formatting of the top characters line. Offset probably needs to be changed.,2022-06-30,1,open,95,green,,2022-06-08 06:59:42,2022-06-08 06:59:42
619,,235,153.0,Respond to Jackie when this has been implemented in Staging environment,2022-06-20,0,open,50,green,,2022-06-08 07:21:05,2022-06-08 07:21:05
620,,158,36.0,Has been applied to prod (2022-06-07) - Issues around formatting of the top characters line. Offset probably needs to be changed.,2022-06-10,1,open,95,green,,2022-06-08 07:22:11,2022-06-08 07:22:11
621,,202,36.0,"RESPONSE PRIORITY & MESSAGE MERGING: Plan now is to compile a matrix of response priorities and allowable message merging (refer to PTC's matrix found in ""C:\Users\mitchel.mcbroom\OneDrive - IBI Group\ATMS\PTC\Database\6.15 Release\DMS Response Priority Organization"" - Look at [DMS.MessageMergeRulesSourcePairs] table for allowable merge combinations, and then in [CMS_SOURCE_PRIORITY_LOOKUP] for an explanation of what each response level corresponds to.",2022-06-15,1,open,0,green,,2022-06-08 07:23:07,2022-06-08 07:23:07
622,,222,36.0,"From ITIS_EVENT_TYPES: ""Cause""=""Roadwork"" will provide an ITIS_Event_Type value of ""roadwork"" regardless of the event type (regardless of road conditions or planned events), therefore how can we distinguish the Road Conditions-Roadwork from a Planned Event-Roadwork in OHGO?",2022-06-30,0,open,40,green,,2022-06-08 07:32:19,2022-06-08 07:32:19
623,,34,13.0,we need to meet and establish schedules for support staff to train on the new network,2022-07-22,0,open,85,green,,2022-06-10 06:59:30,2022-06-10 06:59:30
624,,58,42.0,we continue to work through this,2022-08-01,0,open,30,green,,2022-06-10 06:59:45,2022-06-10 06:59:45
625,,34,13.0,we need to meet and establish schedules for support staff to train on the new network,2022-06-27,0,open,25,green,,2022-06-10 07:00:00,2022-06-10 07:00:00
626,,236,187.0,pos goes to store 4,2022-06-24,0,open,0,green,,2022-06-10 07:37:50,2022-06-10 07:37:50
627,,237,158.0,pos to store 5554,2022-06-17,0,open,0,green,,2022-06-10 07:39:56,2022-06-10 07:39:56
628,,238,,paint the wall on store 5435,2022-06-15,0,open,0,green,,2022-06-10 07:42:24,2022-06-10 07:42:24
629,,238,,"Bought paint
Going on June 13-",2022-06-15,0,open,35,green,,2022-06-10 07:50:30,2022-06-10 07:50:30
630,,191,192.0,Shipped June 10th,2022-05-02,0,closed,100,green,,2022-06-10 07:52:07,2022-06-10 07:52:07
633,,228,183.0,IBI Password Expiration,2022-06-05,1,closed,100,green,,2022-06-12 19:37:50,2022-06-12 19:37:50
634,,230,183.0,May Expenses - Include phone bill charged on date May 24 to PTC,2022-06-30,0,closed,0,green,,2022-06-12 19:38:00,2022-06-12 19:38:00
635,,158,36.0,Formatting has been updated - All message text line offsets have been removed and applied in prod.,2022-06-10,1,open,95,green,,2022-06-12 19:38:57,2022-06-12 19:38:57
636,,158,36.0,DMS Restart Needed?,2022-06-14,1,open,95,green,,2022-06-12 19:39:12,2022-06-12 19:39:12
637,,202,36.0,Need to review Kaiser's spreadsheet,2022-06-13,1,open,0,green,,2022-06-12 19:39:47,2022-06-12 19:39:47
638,,240,182.0,Slides to be reviewed for submission on Monday June 13.,2022-06-13,1,open,0,green,,2022-06-12 19:41:50,2022-06-12 19:41:50
645,,167,180.0,this has been updated and status moves to 25%,2022-05-17,1,open,90,green,,2022-06-13 03:41:24,2022-06-13 03:41:24
646,,167,180.0,this has been updated and status moves to 25%,2022-05-17,1,open,90,green,,2022-06-13 03:45:46,2022-06-13 03:45:46
647,,237,187.0,pos to store 5554,2022-06-17,0,open,0,green,,2022-06-13 03:48:31,2022-06-13 03:48:31
648,,62,187.0,not much progress made but still moving forward,2022-05-29,0,open,30,green,,2022-06-13 03:48:40,2022-06-13 03:48:40
649,,61,187.0,decision to move date out by 14 days with Director approval,2022-06-23,1,open,60,green,,2022-06-13 03:48:51,2022-06-13 03:48:51
650,,236,187.0,latest update to 50%,2022-06-24,0,open,0,green,,2022-06-13 04:06:43,2022-06-13 04:06:43
651,,236,187.0,updated to 50% and linkedin url,2022-06-24,0,open,50,green,,2022-06-13 04:07:45,2022-06-13 04:07:45
652,,236,187.0,up to 55% now,2022-06-24,0,open,55,green,,2022-06-13 04:21:23,2022-06-13 04:21:23
653,,226,203.0,I've opened the file but still need to go thru it,2022-06-24,0,open,10,green,,2022-06-14 07:48:20,2022-06-14 07:48:20
654,,65,111.0,Should be done tomorrow. Need to document my meeting notes and get approval to proceed.,2022-06-17,0,open,80,green,,2022-06-14 09:38:26,2022-06-14 09:38:26
655,,241,158.0,doc built,2022-06-24,0,open,0,green,,2022-06-14 09:44:14,2022-06-14 09:44:14
656,,242,187.0,sign,2022-07-01,0,open,0,green,,2022-06-14 09:44:48,2022-06-14 09:44:48
657,,167,180.0,this has been updated and status moves to 25%,2022-07-21,1,open,90,green,,2022-06-14 10:14:07,2022-06-14 10:14:07
658,,240,182.0,Slides to be reviewed for submission on Monday June 13.,2022-06-13,1,closed,100,green,,2022-06-15 05:15:09,2022-06-15 05:15:09
659,,243,182.0,Questions/Actions/Follow-Ups have been tracked in spreadsheet and will need to be responded to and addressed.,2022-06-27,0,open,10,green,,2022-06-15 05:17:04,2022-06-15 05:17:04
660,,243,182.0,Link added to spreadsheet folder. Items to be addressed for week of June 27th.,2022-06-27,0,open,10,green,,2022-06-15 05:17:50,2022-06-15 05:17:50
661,,244,182.0,x,2022-06-27,0,open,0,green,,2022-06-15 05:18:54,2022-06-15 05:18:54
662,,244,182.0,"Link added to spreadsheet folder. Items to be addressed for week of June 27th.

10%
Owner
MM
 Mitchel McBroom
Status
Open
Due By
2022-06-27
Due in 11 Days
Decision Made
 No
Updated On
2022-06-15
Questions/Actions/Follow-Ups have been tracked in spreadsheet and will need to be responded to and addressed.",2022-06-27,0,open,0,green,,2022-06-15 05:19:19,2022-06-15 05:19:19
663,,245,182.0,Questions/Actions/Follow-Ups have been tracked in spreadsheet and will need to be responded to and addressed.,2022-06-27,0,open,0,green,,2022-06-15 05:19:56,2022-06-15 05:19:56
664,,245,182.0,Questions/Actions/Follow-Ups have been tracked in spreadsheet and will need to be responded to and addressed.,2022-06-27,0,open,0,green,,2022-06-15 05:20:42,2022-06-15 05:20:42
665,,244,182.0,"Link added to spreadsheet folder. Items to be addressed for week of June 27th.

10%
Owner
MM
 Mitchel McBroom
Status
Open
Due By
2022-06-27
Due in 11 Days
Decision Made
 No
Updated On
2022-06-15
Questions/Actions/Follow-Ups have been tracked in spreadsheet and will need to be responded to and addressed.",2022-06-27,0,open,0,green,,2022-06-15 05:21:07,2022-06-15 05:21:07
666,,222,36.0,It is not possible to separate the TMDDEventType values of multiple event types with the same cause. We should inquire about whether or not this is necessary and why ODOT needs two different event types with the same cause.,2022-06-30,0,open,65,green,,2022-06-15 05:29:04,2022-06-15 05:29:04
667,,202,36.0,"Message Priorities updated. Most important tab to ODOT is most likely the DMS Merging Rules tab, which has been sorted by message source priority.",2022-06-22,1,open,60,green,,2022-06-15 05:33:48,2022-06-15 05:33:48
668,,158,36.0,DMS Restart Needed?,2022-06-22,1,open,95,green,,2022-06-15 05:34:06,2022-06-15 05:34:06
669,,220,153.0,Meeting has been pushed back by 1 week.,2022-06-28,1,open,0,green,,2022-06-15 06:13:42,2022-06-15 06:13:42
670,,246,182.0,Need to get approval,2022-06-16,1,open,0,green,,2022-06-15 17:17:28,2022-06-15 17:17:28
671,,246,182.0,Need to get approval,2022-06-16,1,closed,100,green,,2022-06-16 13:17:00,2022-06-16 13:17:00
672,,247,162.0,Update Product Sheet,2022-06-30,0,open,0,green,,2022-06-19 11:31:57,2022-06-19 11:31:57
673,,248,209.0,underperforming sales results MTD,2022-06-27,0,open,0,green,,2022-06-20 06:42:18,2022-06-20 06:42:18
674,,249,210.0,Visit Clinic,2022-06-30,0,open,0,green,,2022-06-20 06:47:19,2022-06-20 06:47:19
675,,250,211.0,Report on MF cleaning closet.,2022-06-27,0,open,0,green,,2022-06-20 07:10:14,2022-06-20 07:10:14
676,,227,36.0,Alex sends email update: Monday June 20th @ 4 AM,2022-06-30,0,open,0,green,,2022-06-20 14:38:08,2022-06-20 14:38:08
677,,251,36.0,Update ODOT Password on VM,2022-06-24,1,open,0,green,,2022-06-20 14:39:15,2022-06-20 14:39:15
678,,251,36.0,Update ODOT Password on VM,2022-06-24,1,open,0,green,,2022-06-20 14:39:22,2022-06-20 14:39:22
679,,235,153.0,Respond to Jackie when this has been implemented in Staging environment,2022-06-20,0,open,50,green,,2022-06-20 14:40:00,2022-06-20 14:40:00
680,,235,153.0,Respond to Jackie when this has been implemented in Staging environment,2022-06-20,0,open,50,green,,2022-06-20 14:41:02,2022-06-20 14:41:02
681,,251,36.0,Password Updated: Milemarker11!,2022-06-24,1,closed,100,green,,2022-06-21 04:40:40,2022-06-21 04:40:40
682,,235,153.0,Respond to Jackie when this has been implemented in Staging environment,2022-06-22,0,open,50,green,,2022-06-21 05:46:02,2022-06-21 05:46:02
683,,220,153.0,6.18 Test Scripts to be published to PTC's ADO by EOW (Targeting EOD Thursday for submission).,2022-06-30,1,open,15,green,,2022-06-21 05:49:01,2022-06-21 05:49:01
684,,174,153.0,Continued - No change,2022-07-31,0,open,80,green,,2022-06-21 05:49:43,2022-06-21 05:49:43
685,,145,153.0,Continued - No Change,2022-07-31,1,open,85,green,,2022-06-21 05:50:16,2022-06-21 05:50:16
686,,138,153.0,Continued - No Change,2022-07-31,1,open,20,green,,2022-06-21 05:50:39,2022-06-21 05:50:39
687,,182,36.0,"Bryan Comer Response: ""Those 2 signs will just have to use dashes or something instead of CLD"". -- Need to confirm that the ""--"" has been set (should already have been set when the issue arose originally).",2022-06-30,0,open,90,green,,2022-06-22 09:13:20,2022-06-22 09:13:20
688,,158,36.0,"No restart needed, No feedback yet from ODOT other than positive.",2022-06-22,1,closed,95,green,,2022-06-22 09:13:49,2022-06-22 09:13:49
689,,202,36.0,"Provided to ODOT, waiting for follow-up, or waiting for them to ask for the spreadsheet?",2022-06-29,1,open,60,green,,2022-06-22 09:25:29,2022-06-22 09:25:29
690,,235,153.0,"Linear work zone features updated in staging on 06-22 - All methods tested and verified. On 06-23, email sent back to Jackie (PTC) although Restrictions method not showing polyline.",2022-06-29,0,open,90,green,,2022-06-23 09:53:15,2022-06-23 09:53:15
691,,220,153.0,"Test scripts and Reqs posted to PTC's Azure DevOps, email sent to review meeting group to inform them. Review meeting scheduled for Tuesday June 28.",2022-06-28,1,open,70,green,,2022-06-23 09:54:19,2022-06-23 09:54:19
692,,252,36.0,Review prod map layers and update status.,2022-06-24,0,open,0,green,,2022-06-23 09:55:25,2022-06-23 09:55:25
693,,76,112.0,New Action Update,2022-03-23,1,open,50,green,,2022-06-25 01:58:01,2022-06-25 01:58:01
694,,76,112.0,New Action Update,2022-03-23,0,open,50,green,,2022-06-25 01:59:09,2022-06-25 01:59:09
