id,creator_id,category_id,title,body,created_at,updated_at
14,1,5,Receive Updates from Traxidy,"<h1>Receive Updates from Traxidy</h1>
<p>&nbsp;</p>
<p>Our initial settings are setup to email you directly with any of the latest important Traxidy software updates and you receive the best ways to utilize Traxidy through our Tips and Tricks information.</p>
<p>&nbsp;</p>
<p>To be the first to receive our latest blogs, before it gets to our website, check the box for the Traxidy Blogs and News.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/ZXX4Vaskly95m7Alip7UbtHod1OxImd1PTUde6Zv.jpg"" /></p>",2021-12-07 12:58:00,2022-01-19 13:25:44
15,1,5,See Your Billing Information,"<h1>See Your Billing Information</h1>
<p>&nbsp;</p>
<p>We make it easy for you to see and report your Membership billing. We include the ability to print a receipt at any time.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/CQN7imdMOY2oGihoD2d1EoAOnGJrQ1KDZ0O6d8hQ.jpg"" width=""1009"" height=""224"" /></p>",2021-12-07 12:59:46,2022-01-19 13:28:10
16,1,6,Settings for Each Project – Dates & Meetings,"<h2><a name=""_Toc63758111""></a>Settings for Each Project &ndash; Dates &amp; Meetings</h2>
<p>&nbsp;</p>
<ul>
<li>Multiple settings are available for each project. Easily tailor multiple project settings including different delivery phases, work days, date formats and colors.</li>
<li>The <strong>Project Settings Gear</strong> is always available in each of the <strong>Areas</strong> for any <strong>Project </strong>on the Top Navigation bar.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/C8iQbAUAMJK0bhmf5hs7rLgcrEGpaWrSmiGd5o9U.jpg"" width=""838"" height=""290"" /></p>
<h3>&nbsp;</h3>
<h3>Dates and Format</h3>
<ul>
<li>From Project Settings, select your specific Project Settings including <strong>Dates &amp; Meeting Types</strong></li>
<li>Traxidy Project Setting default includes: 5 Work Days per Week, YYYY-MM-DD Date Format.</li>
<li>Select the appropriate Work Days and Date Format for your specific project.</li>
</ul>
<h3>&nbsp;</h3>
<h3>Project Meeting Types</h3>
<ul>
<li>From Project Settings, select your specific <strong>Project Meeting Types</strong> including Project Team (PT), Steering Committee (SC), Unscheduled (UN), and more, with the option to add your own with the <strong>New Meeting Type</strong></li>
<li>Creating a<strong> New Meeting</strong> becomes easier with Traxidy. Simply select the <strong>Meeting Type</strong> and all of your contacts that are connected to that Meeting Type will automatically be added for quick invitation set-up, attendance tracking and easier Meeting Minutes.</li>
<li>The<strong> Meeting Type</strong> helps you save time and simplifies scheduling and reporting and supports the automation of Meeting Minutes.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/5FPoalyNh0C2vCvqvbZyIgetGIoNRxJCJxa5uNJw.jpg"" width=""880"" height=""611"" /></p>",2021-12-07 15:02:39,2022-07-12 05:00:19
17,1,6,Set Your Branding and Colors,"<h2>Set Your Branding &amp; Colors</h2>
<p>&nbsp;</p>
<ul>
<li>You can adjust the colors of select Traxidy views to better suit your company&rsquo;s brand or a specific project&rsquo;s brand.</li>
<li>Click on the <strong>Project Settings Gear</strong> in the top Navigation bar of each project to access Project Settings, and then click <strong>Branding &amp; Colors</strong></li>
<li>Select a color theme that will be applied throughout Traxidy, along with color options for the High-Level Plan and supporting elements.<br /><br /></li>
</ul>
<h3>Add Your Brand Logo to Traxidy Reports</h3>
<ul>
<li><strong>Your brand logo</strong> can be added to all the Traxidy Reports. Under Project Settings, click <strong>Branding &amp;</strong> <strong>Colors </strong>and add your logo. Logo file formats include JPG, GIF or PNG and maximum size is 800KB.</li>
<li>Your logo will be added and anchored to the<strong> </strong>top right corner of all Traxidy Reports including the Risk Management Report, High-Level Plan, Meeting Minutes and Project Status Reports.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/USiulYXfX1GGhYmKTVnPq4H3eGIXeiiPHC9BMTzG.jpg"" /></p>",2021-12-07 15:33:06,2022-04-18 16:02:11
18,1,6,Set Project Alerts & Notifications,"<h2><a name=""_Toc63758113""></a>Set Project Alerts &amp; Notifications</h2>
<ul>
<li>Alerts &amp; Notifications are &lsquo;by Project&rsquo;</li>
<li>Click on the <strong>Project Settings Gear</strong> in the top Navigation bar of each project to access Project Settings, and then click <strong>Project Alerts &amp; Notifications</strong>.</li>
<li>Easily turn Alerts On and Off and select the specific notification timeframe in which you would like to receive updates.</li>
<li>View <strong>Alerts &amp; Notifications</strong> quickly from the <strong>Bell</strong> <strong>icon</strong> in the top Navigation bar on the <strong>Dashboard.</strong></li>
<li>Project Alerts &amp; Notifications defaults are set when a project is within 10 days of the project end date, when an action is overdue, the day before a scheduled meeting and when a contact has made an edit to their action.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/uucJFcqUYC51tPRNQj2R8ivdqHAFIHQ2nLygQVkE.jpg"" width=""938"" height=""638"" /></p>",2021-12-07 15:35:07,2021-12-07 15:53:27
19,1,6,Set the Project Risk Rank Line,"<h2><a name=""_Toc63758114""></a><strong>Set the Project Risk Rank Line (RRL)</strong></h2>
<ul>
<li>To Set the Project <strong>Risk Rank Line</strong>, click on the Project Settings Gear in the top Navigation bar of your project to access Project Settings, and click <strong>Risk Rank Line (RRL).</strong></li>
<li>Traxidy helps you to track and manage project risks with each risk getting a <strong>Risk Score</strong> of <strong>Probability multiplied by Impact</strong>.</li>
<li>Traxidy ranks the risks that have a Risk Score <strong>equal to or above</strong> the Risk Rank Line (RRL).</li>
<li>The RRL helps track the most important risks that need to be monitored and managed.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/O3kZy9Ew2u3IT9LL2172YlfCljP56SJTxU7xZtwl.jpg"" /></p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/LPGv2TE7IfU8lVByzUjrMXjQ5btOHSGQgRpx5KPY.jpg"" /></p>",2021-12-07 15:37:09,2021-12-07 15:37:09
20,1,6,"Traxidy Risk Score, Line and Rank","<h2>Traxidy Risk Score, Line and Rank</h2>
<h3>Risk Score is calculated for Each Risk</h3>
<ul>
<li>When a new risk is recorded in the <strong>Project Risks </strong>Area, you will select the percent <strong>Probability</strong> of the risk occurring and the level of <strong>Impact</strong> the risk would have, to create the Risk Score.</li>
<li>Each risk receives a <strong>Risk Score</strong>. Each risk is evaluated by you and your team by applying both a percentage<strong> Probability </strong>(that the risk will happen) and the<strong> Impact </strong>the risk would have on the project (if it was to occur). The multiplication of these two numbers is the <strong>Risk Score.</strong></li>
</ul>
<ul>
<li>The higher the <strong>Risk Score</strong>, the more critical it is to manage the risk.</li>
</ul>
<h3>The Cut-Off is at the Risk Rank Line (RRL)</h3>
<ul>
<li>Risk Rank Line (RRL) helps you to set apart and track the risks that are seen as important and need to be monitored and managed.</li>
<li>The RRL is set by you in Project Settings, through your selection of a risk threshold based on a specific Probability and Impact level. The RRL <strong>is the cut-off point for ranking your risks</strong>.</li>
</ul>
<ul>
<ul>
<li>If the RRL is set <u>too low</u>&mdash;most risk scores will be <strong>above the RRL</strong> and most risks will then be ranked and will appear to be important.</li>
<li>It would be expected that all ranked risks be monitored and managed. Traxidy prioritizes and reports these risks for you.</li>
<li>If the RRL is set <u>too high</u>&mdash;most risk scores will fall <strong>below the RRL</strong><strong> </strong>and <strong>will not be </strong><strong>ranked. </strong>Traxidy will record but not prioritize and report these unranked risks.</li>
<li>The Project Risk Rank Line can be <strong>changed at any time</strong>.</li>
</ul>
</ul>
<h3>Important Risks are Ranked Risks</h3>
<ul>
<li>In Traxidy, if a risk is &lsquo;<strong>Ranked&rsquo;</strong> it will be shown to be important, it will be tracked and reported and you will need to manage or work on it. It will have a Risk Score <strong>equal to or above the RRL</strong>.</li>
<li>If a risk is <strong>not &lsquo;Ranked&rsquo;,</strong> it is not tracked or monitored or reported and does not need to be actively managed by you. It will have a Risk Score <strong>below the RRL</strong>.</li>
</ul>
<p>&nbsp;</p>
<p><img style=""float: left;"" src=""https://backend-apis.traxidy.com/storage/uploads/4PYYVePhKP4xv2kFG2pEMpr1T60C8UYjkYIJZM41.jpg"" /></p>
<p>&nbsp;</p>
<h3>&nbsp;</h3>
<h3>&nbsp;</h3>
<h3>&nbsp;</h3>
<h3>&nbsp;</h3>
<h3>PROJECT EXAMPLE:</h3>
<p>For this example the Risk Rank Line (RRL) has been set in Project Settings with the Probability <strong>70%</strong> and Impact <strong>3</strong> out of 5.</p>
<ul>
<li>The Risk Rank Line = 70 x 3 = 210.</li>
<li>The Project RRL is set at <strong>210</strong>.</li>
</ul>
<p>For this example,<em> &lsquo;There is a new risk to the project that the development team will not be able to hire a new resource when they are needed for the project.&rsquo;</em></p>
<ul>
<li>The Team estimates a<strong><em> Probability</em></strong> of this risk occurring at <strong>75%</strong></li>
<li>The Team estimates an<strong><em> Impact</em></strong> to the project if this risk was to happen at <strong>4</strong> out of 5</li>
<li>The Impacted Key <strong>Constraint</strong> for this risk is the <strong><em>Schedule</em></strong></li>
<li>The calculated<strong> Risk Score</strong> is 75 x 4 = 300</li>
<li>This Risk Score of 300 is above the Risk Rank Line (RRL) of 210&mdash;so this risk <em>will</em> show as a &lsquo;Ranked Risk&rsquo;.</li>
<li>All &lsquo;Ranked Risks&rsquo; are listed in order of their Risk Score, with the highest Risk Score ranked #1.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/eYID1CyQGIdUuSOZ9p1rlPySz8jx4Pe8wFhEPVfQ.jpg"" /></p>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Some of your projects may be more or less sensitive to risks and the time required to manage those risks. Traxidy gives you the ability to match that sensitivity and control the Risk Rank Line (the Risk Score cut-off) for each specific project.</p>
<h3>Select Your Color for Top Ranked Risks</h3>
<ul>
<li>Traxidy provides the option to color-code a select number of Top <strong>Ranked Risks</strong> for at-a-glance priority views.</li>
<li>Traxidy tracks all ranked open risks, and provides the option to add a color bar to the risk records in the <strong>Risk </strong>Area with the <strong>highest Risk Scores</strong>, to assist in priority views and discussions.</li>
<li>In your Project Settings, click <strong>Risk Rank Line</strong>, and <strong>Color for Top Ranked Risks</strong>.</li>
<li>Select the number of Top Ranked Risks and the associated color to easily identify priority risks.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/jXOxSKMjOd8zb2T1t0ARONLicnHnskZVKW2Yt24v.jpg"" width=""841"" height=""530"" /></p>",2021-12-07 15:42:11,2021-12-07 15:56:39
21,1,6,Set Project Delivery Process Phases,"<h2><a name=""_Toc63758115""></a><strong>Set Project Delivery Process Phases</strong></h2>
<p>&nbsp;</p>
<ul>
<li>Click on the <strong>Project Settings Gear</strong> in the top Navigation bar of each Project to access Project Settings, and the click <strong>Project Delivery Phases.</strong></li>
</ul>
<p>&nbsp;</p>
<ul>
<li>Choose the Project Delivery Phase for your specific project. We&rsquo;ve provided a list of standard delivery phases as the default, along with the option to select a more complex list of phases and the <strong>opportunity to create your own list</strong> to better suit your project or the delivery phases expected to be used.</li>
</ul>
<p>&nbsp;</p>
<ul>
<li>The current Project Delivery Phase for each project is reported in multiple Traxidy Areas including the <strong>Dashboard, Project Information, Constraints GYR and Project Status.</strong></li>
</ul>
<p>&nbsp;</p>
<p><strong><img src=""https://backend-apis.traxidy.com/storage/uploads/RSrFM0QqwHLk9A2OnnRYumJccpXHNKksTs5gMaak.jpg"" width=""848"" height=""521"" /></strong></p>",2021-12-07 15:46:10,2022-04-18 16:01:44
22,1,7,Start with Your Dashboard,"<h2><a name=""_Toc63758117""></a>Start with Your Dashboard</h2>
<p>&nbsp;</p>
<p>When you log into Traxidy, your <strong>Dashboard</strong> is where you start. Your priority work for all your projects will be clear from the colors and tracking information, so you can easily determine next best steps.</p>
<p>&nbsp;</p>
<ul>
<li>The <strong>Dashboard</strong> helps you quickly focus on priority work across all projects with data visualization, <strong>interactive charts and color-coded information</strong>.</li>
<li>The information tiles at the top of your Dashboard will alert you to <strong>Past Due Actions, Projects in Red, Projects in Yellow </strong>and<strong> Pending Changes</strong>.</li>
<li>Your Dashboard includes a <strong>Project Record</strong> and an overview status for each project. Project Record features include:
<ul>
<li><strong>Overall Project Status</strong> rating, shown as Green (G), Yellow (Y) or Red (R).</li>
<li>Your high priorities shown in Red (R).</li>
<li>A quick check of each project&rsquo;s status with color-coded charts including Actions, Issues, Decisions (AID), Risks and Changes.</li>
</ul>
</li>
<li>Click the&nbsp;<strong>Project Name</strong>&nbsp;to go directly to&nbsp;<strong>Project Status</strong></li>
<li>Click the&nbsp;<strong>Overall Project Status</strong>&nbsp;Timeframe Chart to go directly to&nbsp;<strong>Constraints GYR</strong></li>
<li>Click a&nbsp;<strong>Project Chart (AID, RISKS&nbsp;</strong>and<strong>&nbsp;CHANGES)</strong>&nbsp;to go directly to that Project Area for more details.</li>
<li>Click <em>anywherre else</em> on a <strong>Project Record</strong> to go directly to the <strong>Project Information</strong> Area for more details.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/G4KXW1K22eeikzIg1nE67sqFNVsatw8uFZ8mPDKI.jpg"" width=""974"" height=""561"" /></p>",2021-12-08 05:31:47,2022-04-18 15:56:24
23,1,7,Start a New Project,"<h2>Start a New Project (from here)</h2>
<ul>
<li>To add a New Project to Traxidy, start from your <strong>Dashboard</strong> Area and click the <strong><em>+ New Project</em></strong> Alternatively, you can click the &ldquo;+&rdquo; in the Main Menu beside the <strong>Projects</strong> title.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/0TszXrXfOuZ1nTfqFfr7ZlYOjdsYiu3lO79m4tl3.jpg"" width=""826"" height=""317"" /></p>
<ul>
<li>New Project pop-up windows provide an easy way to add the basic project information.</li>
<li>There are three (3) sections in the pop-up windows which ask for:</li>
</ul>
<ol>
<li style=""text-align: left;""><strong> </strong>Project Details</li>
<li style=""text-align: left;""><strong> </strong>Sponsor</li>
<li style=""text-align: left;""><strong> </strong>and Dates</li>
</ol>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/DQ8aUlFO6QvOVqCT8b4Tc1sXehSda6GpnI75C4uo.jpg"" width=""820"" height=""776"" /></p>
<ul>
<li>Fill in the information that you know as you start but only the project name is needed on the first window. Later you can add or change any of the other information in the Project Information Area. You can update the information at any time.</li>
<li>Add the name of your <strong>Project Sponsor</strong> and email and any other details you have. This will go into your Contacts list for the project.</li>
<li>Next, the dates for he project. The End Date may be an <strong>Estimate </strong>when you first set up the project, before your final project plan is complete. These can be updated in the Project Information Area once the details are Firm.</li>
</ul>",2021-12-08 05:40:05,2021-12-08 05:41:43
24,1,7,Video: Getting Started with the Traxidy Dashboard,"<h2><strong>Getting Started Guided Tour</strong></h2>
<h4>The Getting Started Area has a guided tour video regarding the use of the Dashboard or use the link <a title=""Traxidy Dashboard Overview"" href=""https://youtu.be/22pWIym9krs"">HERE</a>.</h4>
<h3><span style=""color: #1319ee;""><em>Tips! </em></span></h3>
<p>To save you time, you only have to type a contact&rsquo;s name into Traxidy once. From then on, it can be easily found in a contact drop-down field and added for any project.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",2021-12-08 05:48:44,2021-12-08 05:48:44
25,1,8,Add a New Project,"<h2><a name=""_Toc63758119""></a>Add a New Project</h2>
<p>&nbsp;</p>
<p>To add a New Project to Traxidy, start from your <strong>Dashboard</strong> Area and click the <strong><em>+ New Project</em></strong> button. Alternatively, you can click the &ldquo;+&rdquo; in the Main Menu beside the <strong>Projects</strong> title.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/BaJB0G95NT6ido6EYcGo6xjPBasmjMS70PMDEp5D.jpg"" width=""748"" height=""279"" /></p>
<p><strong>New Project</strong> <strong>pop-up windows</strong> provide an easy way to add the basic project information.</p>
<p>There are three (3) easy to complete sections of information including details, key contacts and dates. Get started with the information you know, and update with more details at a later time:</p>
<ol>
<li><strong> </strong><strong>Details</strong> (Project Name, Scope, Budget and Deliverables)&mdash;Fill in the information that you know, including the Project Name and the Original Budget Amount. This may be an <strong>Estimate</strong> when you first set up the project. If so, set the <em>Status</em> of the budget in the drop-down to <strong>Note:</strong> Currency will appear as USD unless otherwise selected.</li>
<li><strong> </strong><strong>Key Contacts</strong> (Sponsor information)&mdash;Add as much of the Project Sponsor information as you have.</li>
<li><strong> </strong><strong>Dates</strong> (Project Start and End Dates)&mdash;The Project End Date may be an <strong>Estimate </strong>when you first set up the project, before your final project plan is complete. This <em>Status</em> can be updated in the <strong>Project Information</strong> Area once the details are <strong>Firm</strong>.</li>
</ol>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/EEjIC67aZKCteG8wvvYJ7jfnaMksiRcN0XHQUEPv.jpg"" width=""693"" height=""417"" /></p>
<h3>&nbsp;</h3>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>To save you time, you only have to type a contact&rsquo;s name into Traxidy once. From then on, it can be easily found in any contact drop-down field.</p>
<p>&nbsp;</p>
<h3>Key Constraints &amp; Importance</h3>
<p><strong>Consider</strong>: Which of the three main project constraints are the most important for <em>this</em> project, Scope, Schedule or Budget? Is one more important than another?</p>
<ul>
<li>Understanding the relative weighting of importance of the three main project constraints, Scope, Schedule and Budget helps you to better understand the criticality of successfully managing each of these project aspects. This is especially true if changes are needed later in the project. In the <strong>Key Constraints Weighting</strong> section, the Key Constraints and weighting of importance will total 100%.</li>
</ul>
<p>&nbsp;</p>
<h4>Best Practice</h4>
<p>Reviewing <strong>Key Constraint Weighting</strong> of importance with your Project Sponsor is a great opportunity to clarify the importance of each constraint. It is vital that all team members are aware and aligned on the key constraints and relative importance for a specific project.</p>
<p>&nbsp;</p>",2021-12-08 05:56:25,2022-04-18 16:00:06
26,1,8,The Value of a Scope Statement,"<h3>The Value of a Scope Statement</h3>
<p>A New Project set up includes detailing the Project Scope Statement.</p>
<ul>
<li>The project <strong>Scope Statement</strong> usually comes from knowledge of the project through a project requirements document.</li>
<li>Make the Scope Statement as long and as detailed as you need. The text box is unlimited.</li>
<li>The Scope Statement builds upon the key deliverables and expected benefits, the schedule and budget. Add the information you have now and update with more details following discussions with your stakeholders and especially with your sponsor or client.</li>
<li>The Scope Statement provides a key piece of information when exporting or printing the <strong>Project Information</strong> Area in Traxidy. The resulting report can be used as a high level Project Charter.</li>
</ul>
<p>The Scope Statement can be <strong>updated anytime in the Project Information</strong> Area</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/OIQ9MRUhtzm57v26U0oyug89QrkB7AauZ8hlCT6k.jpg"" width=""405"" height=""558"" /></p>",2021-12-08 06:20:04,2021-12-08 06:20:04
27,1,8,Key Dates & Original Budget: Firm or Estimate,"<h2><a name=""_Toc63758121""></a>Key Dates &amp; Original Budget: Firm or Estimate</h2>
<p>A New Project set up includes the addition of key project dates.</p>
<ul>
<li>Select the <strong>Project Start Date</strong>, based on the agreed upon start date with sponsor and or clients. The start date will appear on the Project Information and Project Status Area and will be treated as firm.</li>
<li>The <strong>Project</strong> <strong>End Date</strong> and the <strong>Budget </strong>are typically entered with an &lsquo;Estimate&rsquo; status to start, until the entire project plan has been presented to the client or sponsor and dates and costs become &lsquo;Firm&rsquo;.</li>
<li>Once the project plan details and the <strong>End Date </strong>are agreed-to, then it is important to ensure the <em>Status</em> of the End Date is changed to Firm.</li>
<li>Note that any change(s) to the Project End Date should be updated in the <strong>Approved</strong> <strong>Revised End Date </strong>in the<strong> Project Information </strong>Area<strong>.</strong></li>
</ul>
<h3><span style=""color: #1319ee;"">Best Practice</span></h3>
<p>Keeping an up-to-date record of changes is important and a key capability that Traxidy helps with. Remember that once your <strong>Project End Date</strong> is &lsquo;Firm&rsquo; then it is best practice to record any further changes to that date in the box titled <strong>Approved Revised End Date. </strong>A history of those<strong> changes are tracked</strong> in Traxidy for future reference.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/mk80pMtsJcZPrszPJrvP4LDeRXPu1hKoyPKdN8Sa.jpg"" width=""651"" height=""230"" /></p>",2021-12-08 06:28:30,2021-12-08 06:28:30
28,1,8,Saving Your New Project Record,"<h2>Saving Your New Project Record</h2>
<p>The last step in your New Project set up is the <strong>Save Project</strong> button.</p>
<ul>
<li>Once you have added all the basic project information including Details, Key Contacts, and Dates, click the <strong>Save Project</strong></li>
<li>Your new Project Name will now appear as a record on your <strong>Dashboard</strong> and will be listed in your Main Menu under Projects.</li>
<li>Click on your new Project Name in either the Dashboard or on the Main Menu and you will go directly to the <strong>Project Information Area.</strong> You can now easily access all your Traxidy Project Areas regarding that project.</li>
<li>Saving the New Project <strong>takes you to the Project Information</strong> Access the project information to add/update details as needed. Your new project will now be added to the Dashboard.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/i6iG2YEoyKBiwC07q11tynRR2hSu9qsMNNzSDdbP.jpg"" width=""491"" height=""343"" /></p>",2021-12-08 06:29:42,2021-12-08 06:29:42
29,1,9,Project Information Area,"<h2><a name=""_Toc63758125""></a>Project Information Area</h2>
<ul>
<li>Access a <strong>Project Information</strong> Area by clicking on the Project Name from your <strong>Dashboard</strong> Project Record or on the Main Menu.</li>
<li>Each project will have its own <strong>Project Information</strong> Area for all project details including key contact names, key dates, revisions, budgets, scope statement and key constraints and key deliverables.</li>
<li>Add project details anytime as they become available. The <strong>Project Information</strong> Area can support your Project Charter, simply click the <strong><em>Export</em></strong> button for the Project Information report if needed.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/s3gV9atLXa7HO4tcVOXmauobfVvxVxr1ZQKQAUIg.jpg"" width=""650"" height=""518"" /></p>",2021-12-08 08:09:04,2021-12-08 08:11:55
30,1,9,Project Information Revisions & Updates,"<h2><a name=""_Toc63758127""></a>Project Information Revisions &amp; Updates</h2>
<ul>
<li>In setting up your new project, you may have set the <strong>Status</strong> for dates or budget as an <strong>Estimate</strong>. You can update the status and make it <strong>Firm</strong> and add or change other project information, at any time.</li>
<li>Go ahead and make revisions and updates as needed. Simply hover over any data section to see the area behind the data turn gray, which allows you to make changes to that data.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/iQOW439TzPyDoC96rvDjQpMXWV7NKrZg26WWT7RB.jpg"" width=""732"" height=""468"" /></p>
<p>&nbsp;</p>
<h3>Project Deliverables</h3>
<ul>
<li>Project Deliverables will become clear as the project requirements come into focus. These should be listed by adding them in the Key Deliverables area, and updated as required as the project plan is developed and approved.</li>
</ul>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Remember to ensure that each Deliverable listed in the <strong>Project Information</strong> Area is represented in the High-Level Plan. When working with the <strong>HL Plan</strong> also remember to update both the Milestones in the <strong>Project Status</strong> and the Deliverables in the <strong>Project information</strong>.</p>",2021-12-08 08:14:30,2021-12-08 08:14:30
